time,battery_type,home_id,battery_current,battery_voltage,load_current,solar_current,solar_voltage,temperature,interval_s,temperature_raw,temperature_valid,generation
2026-07-29T11:56:26+00:00,LEAD_ACID,home_001,-4.18,12.254,11.59,7.41,18.61,25.8,,,,
2026-07-29T11:56:31+00:00,LEAD_ACID,home_001,0.25,12.254,7.16,7.41,18.5,29.5,,,,
2026-07-29T11:56:36+00:00,LEAD_ACID,home_001,0.13,12.254,7.31,7.44,18.49,32.1,,,,
2026-07-29T11:56:41+00:00,LEAD_ACID,home_001,0.24,12.254,7.08,7.32,18.57,28.2,,,,
2026-07-29T11:56:46+00:00,LEAD_ACID,home_001,-1.09,12.254,8.55,7.46,18.45,31.2,,,,
2026-07-29T11:56:51+00:00,LEAD_ACID,home_001,-5.95,12.254,12.89,6.94,18.57,28.1,,,,
2026-07-29T11:56:56+00:00,LEAD_ACID,home_001,-7.92,12.254,14.91,6.99,18.55,33.7,,,,
2026-07-29T11:57:01+00:00,LEAD_ACID,home_001,-6.3,12.254,13.66,7.36,18.47,34.9,,,,
2026-07-29T11:57:06+00:00,LEAD_ACID,home_001,-2.4,12.254,9.59,7.19,18.26,26.0,,,,
2026-07-29T11:57:11+00:00,LEAD_ACID,home_001,-3.57,12.254,10.57,7.0,18.49,29.7,,,,
2026-07-29T11:57:16+00:00,LEAD_ACID,home_001,-9.46,12.254,16.61,7.15,18.7,29.0,,,,
2026-07-29T11:57:21+00:00,LEAD_ACID,home_001,-1.81,12.254,9.32,7.51,18.5,25.5,,,,
2026-07-29T11:57:27+00:00,LEAD_ACID,home_001,-7.01,12.254,14.05,7.04,18.58,25.3,,,,
2026-07-29T11:57:31+00:00,LEAD_ACID,home_001,-7.08,12.254,14.02,6.94,18.38,27.1,,,,
2026-07-29T11:57:36+00:00,LEAD_ACID,home_001,-5.33,12.254,12.42,7.09,18.38,30.2,,,,
2026-07-29T11:57:41+00:00,LEAD_ACID,home_001,-1.24,12.254,8.61,7.37,18.6,33.7,,,,
2026-07-29T11:57:46+00:00,LEAD_ACID,home_001,-9.73,12.254,16.57,6.84,18.56,26.4,,,,
2026-07-29T11:57:51+00:00,LEAD_ACID,home_001,-7.23,12.254,14.83,7.6,18.45,34.5,,,,
2026-07-29T11:57:56+00:00,LEAD_ACID,home_001,-9.22,12.254,16.64,7.42,18.35,31.9,,,,
2026-07-29T11:58:01+00:00,LEAD_ACID,home_001,-8.37,12.254,15.37,7.0,18.42,30.3,,,,
2026-07-29T11:58:06+00:00,LEAD_ACID,home_001,-5.93,12.253,13.02,7.09,18.67,26.6,,,,
2026-07-29T11:58:11+00:00,LEAD_ACID,home_001,-0.12,12.253,7.59,7.47,18.72,31.8,,,,
2026-07-29T11:58:16+00:00,LEAD_ACID,home_001,-7.38,12.254,14.88,7.5,18.69,31.4,,,,
2026-07-29T11:58:21+00:00,LEAD_ACID,home_001,-7.32,12.253,14.57,7.25,18.41,30.4,,,,
2026-07-29T11:58:26+00:00,LEAD_ACID,home_001,-3.05,12.253,10.1,7.05,18.6,27.2,,,,
2026-07-29T11:58:31+00:00,LEAD_ACID,home_001,-3.32,12.253,10.55,7.23,18.52,33.1,,,,
2026-07-29T11:58:36+00:00,LEAD_ACID,home_001,-1.37,12.253,8.8,7.43,18.34,35.0,,,,
2026-07-29T11:58:41+00:00,LEAD_ACID,home_001,-3.58,12.253,10.77,7.19,18.49,32.4,,,,
2026-07-29T11:58:46+00:00,LEAD_ACID,home_001,-2.18,12.253,9.13,6.95,18.27,27.2,,,,
2026-07-29T11:58:51+00:00,LEAD_ACID,home_001,0.67,12.253,6.87,7.54,18.68,34.7,,,,
2026-07-29T11:58:56+00:00,LEAD_ACID,home_001,0.0,12.254,7.58,7.58,18.67,29.9,,,,
2026-07-29T11:59:01+00:00,LEAD_ACID,home_001,-9.2,12.254,16.27,7.07,18.6,26.9,,,,
2026-07-29T11:59:06+00:00,LEAD_ACID,home_001,-7.65,12.254,15.21,7.56,18.39,31.1,,,,
2026-07-29T11:59:11+00:00,LEAD_ACID,home_001,-9.53,12.253,16.42,6.89,18.44,26.1,,,,
2026-07-29T11:59:16+00:00,LEAD_ACID,home_001,-2.78,12.253,10.0,7.22,18.28,33.4,,,,
2026-07-29T11:59:21+00:00,LEAD_ACID,home_001,-7.09,12.253,14.47,7.38,18.45,27.1,,,,
2026-07-29T11:59:26+00:00,LEAD_ACID,home_001,0.8,12.253,6.71,7.51,18.73,25.7,,,,
2026-07-29T11:59:31+00:00,LEAD_ACID,home_001,-3.56,12.253,10.85,7.29,18.52,34.8,,,,
2026-07-29T11:59:36+00:00,LEAD_ACID,home_001,-6.85,12.253,13.67,6.82,18.47,31.0,,,,
2026-07-29T11:59:41+00:00,LEAD_ACID,home_001,-8.23,12.253,15.12,6.89,18.46,26.4,,,,
2026-07-29T11:59:46+00:00,LEAD_ACID,home_001,-7.72,12.253,15.32,7.6,18.54,31.1,,,,
2026-07-29T11:59:51+00:00,LEAD_ACID,home_001,-4.81,12.253,12.21,7.4,18.25,27.1,,,,
2026-07-29T11:59:56+00:00,LEAD_ACID,home_001,-6.18,12.253,13.38,7.2,18.33,34.0,,,,
2026-07-29T12:00:01+00:00,LEAD_ACID,home_001,-6.98,12.253,14.85,7.87,18.3,30.7,,,,
2026-07-29T12:00:06+00:00,LEAD_ACID,home_001,-7.28,12.253,15.4,8.12,18.37,29.8,,,,
2026-07-29T12:00:11+00:00,LEAD_ACID,home_001,-7.74,12.253,15.37,7.63,18.43,25.7,,,,
2026-07-29T12:00:16+00:00,LEAD_ACID,home_001,-2.13,12.253,9.96,7.83,18.57,27.2,,,,
2026-07-29T12:00:21+00:00,LEAD_ACID,home_001,-1.6,12.253,9.38,7.78,18.6,32.4,,,,
2026-07-29T12:00:26+00:00,LEAD_ACID,home_001,-3.98,12.253,12.1,8.12,18.55,30.2,,,,
2026-07-29T12:00:31+00:00,LEAD_ACID,home_001,0.1,12.253,7.7,7.8,18.59,30.7,,,,
2026-07-29T12:00:36+00:00,LEAD_ACID,home_001,0.0,12.253,7.99,7.99,18.71,27.9,,,,
2026-07-29T12:00:41+00:00,LEAD_ACID,home_001,-0.7,12.253,8.76,8.06,18.67,25.2,,,,
2026-07-29T12:00:46+00:00,LEAD_ACID,home_001,0.3,12.253,7.49,7.79,18.6,27.0,,,,
2026-07-29T12:00:51+00:00,LEAD_ACID,home_001,-5.8,12.253,13.89,8.09,18.37,27.9,,,,
2026-07-29T12:00:57+00:00,LEAD_ACID,home_001,-2.25,12.253,10.36,8.11,18.61,26.1,,,,
2026-07-29T12:01:01+00:00,LEAD_ACID,home_001,-3.64,12.253,11.78,8.14,18.62,27.4,,,,
2026-07-29T12:01:06+00:00,LEAD_ACID,home_001,-4.74,12.253,12.3,7.56,18.36,31.9,,,,
2026-07-29T12:01:11+00:00,LEAD_ACID,home_001,-5.57,12.253,13.52,7.95,18.69,32.6,,,,
2026-07-29T12:01:17+00:00,LEAD_ACID,home_001,0.08,12.253,7.45,7.53,18.58,29.7,,,,
2026-07-29T12:01:22+00:00,LEAD_ACID,home_001,-2.11,12.253,10.09,7.98,18.45,31.2,,,,
2026-07-29T12:01:27+00:00,LEAD_ACID,home_001,-1.53,12.253,9.13,7.6,18.65,30.3,,,,
2026-07-29T12:01:32+00:00,LEAD_ACID,home_001,-3.07,12.253,10.79,7.72,18.29,31.8,,,,
2026-07-29T12:01:37+00:00,LEAD_ACID,home_001,-5.23,12.253,13.34,8.11,18.56,27.4,,,,
2026-07-29T12:01:42+00:00,LEAD_ACID,home_001,-5.91,12.253,14.08,8.17,18.26,26.6,,,,
2026-07-29T12:01:47+00:00,LEAD_ACID,home_001,-8.27,12.253,15.68,7.41,18.54,29.1,,,,
2026-07-29T12:01:52+00:00,LEAD_ACID,home_001,-3.72,12.253,11.37,7.65,18.61,31.5,,,,
2026-07-29T12:01:57+00:00,LEAD_ACID,home_001,-7.76,12.253,15.56,7.8,18.27,28.0,,,,
2026-07-29T12:02:02+00:00,LEAD_ACID,home_001,-5.6,12.253,13.33,7.73,18.27,29.1,,,,
2026-07-29T12:02:07+00:00,LEAD_ACID,home_001,-4.89,12.253,12.61,7.72,18.72,33.1,,,,
2026-07-29T12:02:12+00:00,LEAD_ACID,home_001,-5.11,12.253,12.96,7.85,18.6,26.4,,,,
2026-07-29T12:02:17+00:00,LEAD_ACID,home_001,-2.3,12.253,10.26,7.96,18.33,25.9,,,,
2026-07-29T12:02:22+00:00,LEAD_ACID,home_001,-0.29,12.253,8.1,7.81,18.43,30.8,,,,
2026-07-29T12:02:27+00:00,LEAD_ACID,home_001,-5.84,12.253,13.36,7.52,18.59,34.3,,,,
2026-07-29T12:02:32+00:00,LEAD_ACID,home_001,-2.9,12.253,10.94,8.04,18.37,34.6,,,,
2026-07-29T12:02:37+00:00,LEAD_ACID,home_001,-1.03,12.253,8.83,7.8,18.29,26.9,,,,
2026-07-29T12:02:42+00:00,LEAD_ACID,home_001,1.01,12.253,6.92,7.93,18.73,25.3,,,,
2026-07-29T12:02:47+00:00,LEAD_ACID,home_001,0.02,12.253,7.52,7.54,18.62,27.4,,,,
2026-07-29T12:02:52+00:00,LEAD_ACID,home_001,-8.28,12.253,15.94,7.66,18.61,34.5,,,,
2026-07-29T12:02:57+00:00,LEAD_ACID,home_001,-5.59,12.253,13.08,7.49,18.29,31.4,,,,
2026-07-29T12:03:02+00:00,LEAD_ACID,home_001,-4.82,12.253,12.8,7.98,18.28,27.4,,,,
2026-07-29T12:03:07+00:00,LEAD_ACID,home_001,-7.7,12.253,15.25,7.55,18.66,26.5,,,,
2026-07-29T12:03:12+00:00,LEAD_ACID,home_001,0.53,12.253,7.3,7.83,18.64,27.5,,,,
2026-07-29T12:03:17+00:00,LEAD_ACID,home_001,-3.21,12.253,10.8,7.59,18.59,29.7,,,,
2026-07-29T12:03:22+00:00,LEAD_ACID,home_001,-4.22,12.253,11.73,7.51,18.69,31.1,,,,
2026-07-29T12:03:27+00:00,LEAD_ACID,home_001,-7.53,12.253,15.28,7.75,18.44,34.4,,,,
2026-07-29T12:03:32+00:00,LEAD_ACID,home_001,-8.34,12.253,15.91,7.57,18.3,32.4,,,,
2026-07-29T12:03:37+00:00,LEAD_ACID,home_001,-2.37,12.253,10.31,7.94,18.3,34.1,,,,
2026-07-29T12:03:42+00:00,LEAD_ACID,home_001,-3.03,12.253,10.77,7.74,18.34,28.3,,,,
2026-07-29T12:03:47+00:00,LEAD_ACID,home_001,-0.92,12.253,8.5,7.58,18.52,29.3,,,,
2026-07-29T12:03:52+00:00,LEAD_ACID,home_001,0.64,12.253,7.11,7.75,18.35,30.2,,,,
2026-07-29T12:03:57+00:00,LEAD_ACID,home_001,-7.5,12.253,15.67,8.17,18.36,25.4,,,,
2026-07-29T12:04:02+00:00,LEAD_ACID,home_001,0.22,12.253,7.5,7.72,18.57,28.5,,,,
2026-07-29T12:04:07+00:00,LEAD_ACID,home_001,-5.96,12.253,14.02,8.06,18.56,25.1,,,,
2026-07-29T12:04:12+00:00,LEAD_ACID,home_001,0.65,12.253,6.85,7.5,18.37,29.7,,,,
2026-07-29T12:04:17+00:00,LEAD_ACID,home_001,-5.44,12.253,13.07,7.63,18.25,32.5,,,,
2026-07-29T12:04:22+00:00,LEAD_ACID,home_001,-5.66,12.253,13.37,7.71,18.72,27.9,,,,
2026-07-29T12:04:27+00:00,LEAD_ACID,home_001,-8.62,12.253,16.06,7.44,18.58,28.9,,,,
2026-07-29T12:04:32+00:00,LEAD_ACID,home_001,-7.41,12.253,15.14,7.73,18.25,27.9,,,,
2026-07-29T12:04:37+00:00,LEAD_ACID,home_001,-3.46,12.253,11.06,7.6,18.27,30.5,,,,
2026-07-29T12:04:42+00:00,LEAD_ACID,home_001,-0.95,12.253,8.88,7.93,18.36,31.6,,,,
2026-07-29T12:04:47+00:00,LEAD_ACID,home_001,-3.32,12.253,11.43,8.11,18.36,26.0,,,,
2026-07-29T12:04:52+00:00,LEAD_ACID,home_001,-2.23,12.253,9.81,7.58,18.41,30.3,,,,
2026-07-29T12:04:57+00:00,LEAD_ACID,home_001,-8.63,12.253,16.25,7.62,18.71,25.8,,,,
2026-07-29T12:05:02+00:00,LEAD_ACID,home_001,-8.53,12.253,16.56,8.03,18.56,25.5,,,,
2026-07-29T12:05:07+00:00,LEAD_ACID,home_001,0.23,12.253,7.7,7.93,18.33,28.8,,,,
2026-07-29T12:05:12+00:00,LEAD_ACID,home_001,-7.75,12.253,15.48,7.73,18.72,34.7,,,,
2026-07-29T12:05:17+00:00,LEAD_ACID,home_001,-7.45,12.253,15.64,8.19,18.34,30.1,,,,
2026-07-29T12:05:22+00:00,LEAD_ACID,home_001,-6.9,12.253,14.45,7.55,18.33,29.9,,,,
2026-07-29T12:05:27+00:00,LEAD_ACID,home_001,-7.14,12.253,15.18,8.04,18.57,28.4,,,,
2026-07-29T12:05:32+00:00,LEAD_ACID,home_001,-6.16,12.253,13.82,7.66,18.59,34.1,,,,
2026-07-29T12:05:37+00:00,LEAD_ACID,home_001,-7.95,12.253,16.01,8.06,18.65,33.3,,,,
2026-07-29T12:05:42+00:00,LEAD_ACID,home_001,-2.55,12.253,10.03,7.48,18.74,30.2,,,,
2026-07-29T12:05:47+00:00,LEAD_ACID,home_001,-7.34,12.253,15.44,8.1,18.51,28.9,,,,
2026-07-29T12:05:52+00:00,LEAD_ACID,home_001,-1.53,12.253,9.18,7.65,18.62,28.5,,,,
2026-07-29T12:05:57+00:00,LEAD_ACID,home_001,-3.52,12.253,11.15,7.63,18.47,33.4,,,,
2026-07-29T12:06:02+00:00,LEAD_ACID,home_001,0.68,12.253,7.3,7.98,18.36,33.9,,,,
2026-07-29T12:06:07+00:00,LEAD_ACID,home_001,-3.45,12.253,11.51,8.06,18.34,34.8,,,,
2026-07-29T12:06:12+00:00,LEAD_ACID,home_001,-2.41,12.253,10.09,7.68,18.62,32.2,,,,
2026-07-29T12:06:17+00:00,LEAD_ACID,home_001,-6.19,12.253,14.38,8.19,18.49,25.3,,,,
2026-07-29T12:06:22+00:00,LEAD_ACID,home_001,-0.58,12.253,8.27,7.69,18.58,27.3,,,,
2026-07-29T12:06:27+00:00,LEAD_ACID,home_001,-3.08,12.253,10.91,7.83,18.37,26.7,,,,
2026-07-29T12:06:32+00:00,LEAD_ACID,home_001,-7.6,12.253,15.57,7.97,18.31,26.3,,,,
2026-07-29T12:06:37+00:00,LEAD_ACID,home_001,-0.52,12.253,8.58,8.06,18.39,30.5,,,,
2026-07-29T12:06:42+00:00,LEAD_ACID,home_001,-6.91,12.253,14.63,7.72,18.32,25.2,,,,
2026-07-29T12:06:47+00:00,LEAD_ACID,home_001,-8.98,12.253,16.61,7.63,18.5,31.0,,,,
2026-07-29T12:06:52+00:00,LEAD_ACID,home_001,-1.45,12.253,9.59,8.14,18.51,28.9,,,,
2026-07-29T12:06:57+00:00,LEAD_ACID,home_001,-7.49,12.253,15.61,8.12,18.37,27.8,,,,
2026-07-29T12:07:02+00:00,LEAD_ACID,home_001,-3.91,12.253,11.39,7.48,18.48,28.0,,,,
2026-07-29T12:07:07+00:00,LEAD_ACID,home_001,0.19,12.253,7.7,7.89,18.56,33.2,,,,
2026-07-29T12:07:12+00:00,LEAD_ACID,home_001,-6.59,12.253,14.49,7.9,18.3,26.4,,,,
2026-07-29T12:07:17+00:00,LEAD_ACID,home_001,-7.9,12.253,15.56,7.66,18.5,32.3,,,,
2026-07-29T12:07:22+00:00,LEAD_ACID,home_001,0.48,12.253,7.35,7.83,18.63,34.1,,,,
2026-07-29T12:07:27+00:00,LEAD_ACID,home_001,-8.34,12.253,16.42,8.08,18.34,30.8,,,,
2026-07-29T12:07:32+00:00,LEAD_ACID,home_001,-2.02,12.253,10.16,8.14,18.45,31.5,,,,
2026-07-29T12:07:37+00:00,LEAD_ACID,home_001,-7.85,12.253,15.62,7.77,18.38,32.2,,,,
2026-07-29T12:07:42+00:00,LEAD_ACID,home_001,-2.14,12.253,10.12,7.98,18.44,26.6,,,,
2026-07-29T12:07:47+00:00,LEAD_ACID,home_001,-5.86,12.253,13.95,8.09,18.47,29.6,,,,
2026-07-29T12:07:52+00:00,LEAD_ACID,home_001,-2.86,12.253,10.77,7.91,18.25,29.7,,,,
2026-07-29T12:07:57+00:00,LEAD_ACID,home_001,-1.11,12.253,9.3,8.19,18.65,25.4,,,,
2026-07-29T12:08:02+00:00,LEAD_ACID,home_001,-0.82,12.253,8.78,7.96,18.32,32.1,,,,
2026-07-29T12:08:07+00:00,LEAD_ACID,home_001,-0.88,12.253,8.74,7.86,18.48,34.2,,,,
2026-07-29T12:08:12+00:00,LEAD_ACID,home_001,-4.53,12.253,12.14,7.61,18.64,34.3,,,,
2026-07-29T12:08:17+00:00,LEAD_ACID,home_001,-4.07,12.253,12.14,8.07,18.31,32.7,,,,
2026-07-29T12:08:22+00:00,LEAD_ACID,home_001,-7.87,12.253,15.47,7.6,18.45,26.3,,,,
2026-07-29T12:08:27+00:00,LEAD_ACID,home_001,-4.18,12.253,11.77,7.59,18.5,33.1,,,,
2026-07-29T12:08:32+00:00,LEAD_ACID,home_001,-0.13,12.253,7.82,7.69,18.46,30.1,,,,
2026-07-29T12:08:37+00:00,LEAD_ACID,home_001,-7.27,12.253,15.21,7.94,18.38,33.6,,,,
2026-07-29T12:08:42+00:00,LEAD_ACID,home_001,-7.72,12.253,15.84,8.12,18.63,31.3,,,,
2026-07-29T12:08:47+00:00,LEAD_ACID,home_001,-4.75,12.253,12.63,7.88,18.6,28.1,,,,
2026-07-29T12:08:52+00:00,LEAD_ACID,home_001,-8.95,12.253,16.68,7.73,18.73,27.0,,,,
2026-07-29T12:08:57+00:00,LEAD_ACID,home_001,-8.37,12.253,15.85,7.48,18.27,26.9,,,,
2026-07-29T12:09:02+00:00,LEAD_ACID,home_001,-2.89,12.253,10.59,7.7,18.26,26.0,,,,
2026-07-29T12:09:07+00:00,LEAD_ACID,home_001,-1.35,12.253,9.52,8.17,18.7,27.5,,,,
2026-07-29T12:09:12+00:00,LEAD_ACID,home_001,-2.83,12.253,10.63,7.8,18.54,26.1,,,,
2026-07-29T12:09:17+00:00,LEAD_ACID,home_001,-1.96,12.253,9.56,7.6,18.44,28.7,,,,
2026-07-29T12:09:22+00:00,LEAD_ACID,home_001,-1.61,12.253,9.25,7.64,18.71,27.0,,,,
2026-07-29T12:09:27+00:00,LEAD_ACID,home_001,-0.35,12.253,8.02,7.67,18.7,30.4,,,,
2026-07-29T12:09:32+00:00,LEAD_ACID,home_001,-2.82,12.253,10.31,7.49,18.29,34.0,,,,
2026-07-29T12:09:37+00:00,LEAD_ACID,home_001,-7.66,12.253,15.11,7.45,18.73,31.9,,,,
2026-07-29T12:09:42+00:00,LEAD_ACID,home_001,-6.49,12.253,13.9,7.41,18.29,30.3,,,,
2026-07-29T12:09:47+00:00,LEAD_ACID,home_001,-4.37,12.253,12.32,7.95,18.72,31.5,,,,
2026-07-29T12:09:52+00:00,LEAD_ACID,home_001,-1.2,12.253,8.92,7.72,18.71,33.0,,,,
2026-07-29T12:09:57+00:00,LEAD_ACID,home_001,0.49,12.253,7.43,7.92,18.63,34.6,,,,
2026-07-29T12:10:02+00:00,LEAD_ACID,home_001,-6.33,12.253,14.14,7.81,18.72,29.5,,,,
2026-07-29T12:10:07+00:00,LEAD_ACID,home_001,-0.61,12.253,8.32,7.71,18.61,33.3,,,,
2026-07-29T12:10:12+00:00,LEAD_ACID,home_001,-7.82,12.253,15.61,7.79,18.49,26.4,,,,
2026-07-29T12:10:17+00:00,LEAD_ACID,home_001,-0.13,12.253,7.76,7.63,18.5,28.5,,,,
2026-07-29T12:10:22+00:00,LEAD_ACID,home_001,-0.43,12.253,8.5,8.07,18.37,28.0,,,,
2026-07-29T12:10:27+00:00,LEAD_ACID,home_001,-1.58,12.253,9.75,8.17,18.52,31.8,,,,
2026-07-29T12:10:32+00:00,LEAD_ACID,home_001,-3.35,12.253,11.2,7.85,18.6,27.8,,,,
2026-07-29T12:10:37+00:00,LEAD_ACID,home_001,-7.97,12.253,16.04,8.07,18.29,27.7,,,,
2026-07-29T12:10:42+00:00,LEAD_ACID,home_001,-5.05,12.253,12.56,7.51,18.51,26.7,,,,
2026-07-29T12:10:47+00:00,LEAD_ACID,home_001,-3.24,12.253,11.17,7.93,18.59,30.5,,,,
2026-07-29T12:10:52+00:00,LEAD_ACID,home_001,-1.78,12.253,9.77,7.99,18.62,32.3,,,,
2026-07-29T12:10:57+00:00,LEAD_ACID,home_001,-3.59,12.253,11.78,8.19,18.72,32.8,,,,
2026-07-29T12:11:02+00:00,LEAD_ACID,home_001,-2.28,12.253,10.29,8.01,18.52,33.8,,,,
2026-07-29T12:11:07+00:00,LEAD_ACID,home_001,-2.23,12.253,10.24,8.01,18.65,30.2,,,,
2026-07-29T12:11:12+00:00,LEAD_ACID,home_001,-0.24,12.253,7.77,7.53,18.71,30.7,,,,
2026-07-29T12:11:17+00:00,LEAD_ACID,home_001,-3.54,12.253,11.11,7.57,18.42,26.8,,,,
2026-07-29T12:11:22+00:00,LEAD_ACID,home_001,-2.52,12.253,10.33,7.81,18.45,31.3,,,,
2026-07-29T12:11:27+00:00,LEAD_ACID,home_001,0.43,12.253,7.63,8.06,18.75,32.6,,,,
2026-07-29T12:11:32+00:00,LEAD_ACID,home_001,-2.8,12.253,10.8,8.0,18.42,25.3,,,,
2026-07-29T12:11:37+00:00,LEAD_ACID,home_001,-2.23,12.253,10.39,8.16,18.27,29.9,,,,
2026-07-29T12:11:42+00:00,LEAD_ACID,home_001,-1.75,12.253,9.16,7.41,18.6,25.4,,,,
2026-07-29T12:11:47+00:00,LEAD_ACID,home_001,-0.11,12.253,8.29,8.18,18.65,26.5,,,,
2026-07-29T12:11:52+00:00,LEAD_ACID,home_001,-0.96,12.253,8.85,7.89,18.49,28.7,,,,
2026-07-29T12:11:57+00:00,LEAD_ACID,home_001,-0.43,12.254,8.21,7.78,18.52,31.3,,,,
2026-07-29T12:12:02+00:00,LEAD_ACID,home_001,-1.82,12.254,9.62,7.8,18.32,28.4,,,,
2026-07-29T12:12:07+00:00,LEAD_ACID,home_001,-4.61,12.254,12.39,7.78,18.69,27.6,,,,
2026-07-29T12:12:12+00:00,LEAD_ACID,home_001,-6.5,12.254,14.5,8.0,18.62,31.5,,,,
2026-07-29T12:12:17+00:00,LEAD_ACID,home_001,0.55,12.254,7.18,7.73,18.34,25.4,,,,
2026-07-29T12:12:23+00:00,LEAD_ACID,home_001,-4.89,12.254,12.65,7.76,18.43,25.5,,,,
2026-07-29T12:12:27+00:00,LEAD_ACID,home_001,-0.71,12.254,8.66,7.95,18.25,29.4,,,,
2026-07-29T12:12:33+00:00,LEAD_ACID,home_001,-5.03,12.254,12.48,7.45,18.65,31.0,,,,
2026-07-29T12:12:38+00:00,LEAD_ACID,home_001,-5.58,12.254,13.54,7.96,18.64,29.8,,,,
2026-07-29T12:12:43+00:00,LEAD_ACID,home_001,-3.62,12.254,11.62,8.0,18.28,31.1,,,,
2026-07-29T12:12:48+00:00,LEAD_ACID,home_001,-4.11,12.254,12.17,8.06,18.52,34.9,,,,
2026-07-29T12:12:53+00:00,LEAD_ACID,home_001,-4.38,12.254,12.07,7.69,18.39,33.6,,,,
2026-07-29T12:12:58+00:00,LEAD_ACID,home_001,-2.04,12.254,10.0,7.96,18.75,26.4,,,,
2026-07-29T12:13:03+00:00,LEAD_ACID,home_001,-3.86,12.254,11.9,8.04,18.36,29.3,,,,
2026-07-29T12:13:08+00:00,LEAD_ACID,home_001,-8.91,12.254,16.64,7.73,18.37,28.8,,,,
2026-07-29T12:13:13+00:00,LEAD_ACID,home_001,-0.53,12.254,8.67,8.14,18.35,30.9,,,,
2026-07-29T12:13:18+00:00,LEAD_ACID,home_001,-6.45,12.254,14.52,8.07,18.7,27.2,,,,
2026-07-29T12:13:23+00:00,LEAD_ACID,home_001,-1.57,12.254,9.3,7.73,18.41,28.3,,,,
2026-07-29T12:13:28+00:00,LEAD_ACID,home_001,-6.64,12.254,14.8,8.16,18.73,34.0,,,,
2026-07-29T12:13:33+00:00,LEAD_ACID,home_001,-4.65,12.254,12.72,8.07,18.47,32.7,,,,
2026-07-29T12:13:38+00:00,LEAD_ACID,home_001,-5.85,12.254,13.6,7.75,18.32,27.5,,,,
2026-07-29T12:13:43+00:00,LEAD_ACID,home_001,-8.26,12.254,16.21,7.95,18.75,31.6,,,,
2026-07-29T12:13:48+00:00,LEAD_ACID,home_001,-2.24,12.254,10.38,8.14,18.38,34.6,,,,
2026-07-29T12:13:53+00:00,LEAD_ACID,home_001,-7.42,12.254,14.87,7.45,18.4,33.5,,,,
2026-07-29T12:13:58+00:00,LEAD_ACID,home_001,0.76,12.253,7.18,7.94,18.74,28.5,,,,
2026-07-29T12:14:03+00:00,LEAD_ACID,home_001,-3.5,12.254,11.2,7.7,18.71,29.7,,,,
2026-07-29T12:14:08+00:00,LEAD_ACID,home_001,-7.62,12.254,15.63,8.01,18.52,31.2,,,,
2026-07-29T12:14:13+00:00,LEAD_ACID,home_001,-4.9,12.254,12.8,7.9,18.55,34.0,,,,
2026-07-29T12:14:18+00:00,LEAD_ACID,home_001,-1.69,12.254,9.35,7.66,18.49,32.1,,,,
2026-07-29T12:14:23+00:00,LEAD_ACID,home_001,-1.24,12.254,8.83,7.59,18.25,28.9,,,,
2026-07-29T12:14:28+00:00,LEAD_ACID,home_001,-7.59,12.254,15.2,7.61,18.63,33.5,,,,
2026-07-29T12:14:33+00:00,LEAD_ACID,home_001,-4.64,12.254,12.55,7.91,18.29,29.7,,,,
2026-07-29T12:14:38+00:00,LEAD_ACID,home_001,-7.52,12.254,14.93,7.41,18.63,33.1,,,,
2026-07-29T12:14:43+00:00,LEAD_ACID,home_001,0.03,12.253,8.03,8.06,18.65,26.8,,,,
2026-07-29T12:14:48+00:00,LEAD_ACID,home_001,-1.34,12.254,9.18,7.84,18.41,32.2,,,,
2026-07-29T12:14:53+00:00,LEAD_ACID,home_001,-3.41,12.254,11.14,7.73,18.37,27.3,,,,
2026-07-29T12:14:58+00:00,LEAD_ACID,home_001,-3.44,12.254,10.89,7.45,18.7,33.0,,,,
2026-07-29T12:15:03+00:00,LEAD_ACID,home_001,-8.02,12.254,15.74,7.72,18.52,25.1,,,,
2026-07-29T12:15:08+00:00,LEAD_ACID,home_001,-4.95,12.254,12.75,7.8,18.63,28.1,,,,
2026-07-29T12:15:13+00:00,LEAD_ACID,home_001,-3.78,12.253,11.85,8.07,18.42,25.8,,,,
2026-07-29T12:15:18+00:00,LEAD_ACID,home_001,-5.1,12.254,12.87,7.77,18.28,31.5,,,,
2026-07-29T12:15:23+00:00,LEAD_ACID,home_001,-6.24,12.253,13.97,7.73,18.52,34.5,,,,
2026-07-29T12:15:28+00:00,LEAD_ACID,home_001,-0.36,12.253,7.98,7.62,18.26,33.8,,,,
2026-07-29T12:15:33+00:00,LEAD_ACID,home_001,-7.72,12.254,15.53,7.81,18.35,31.0,,,,
2026-07-29T12:15:38+00:00,LEAD_ACID,home_001,-8.82,12.253,16.54,7.72,18.51,26.3,,,,
2026-07-29T12:15:43+00:00,LEAD_ACID,home_001,-2.93,12.253,10.82,7.89,18.67,31.4,,,,
2026-07-29T12:15:48+00:00,LEAD_ACID,home_001,-5.74,12.253,13.52,7.78,18.71,26.4,,,,
2026-07-29T12:15:53+00:00,LEAD_ACID,home_001,-5.28,12.253,13.3,8.02,18.51,32.5,,,,
2026-07-29T12:15:58+00:00,LEAD_ACID,home_001,0.27,12.253,7.31,7.58,18.52,30.1,,,,
2026-07-29T12:16:03+00:00,LEAD_ACID,home_001,0.24,12.253,7.74,7.98,18.37,32.4,,,,
