home_id,generation,predicted_at,actual_at,solar_predicted_w,solar_actual_w,load_predicted_va,load_actual_va,solar_physics_at_prediction_w,load_physics_at_prediction_va,soc_now_percent,soc_physics_pct,soc_coulomb_pct,cloud_cover_pct,ambient_temp_c,weather_condition
home_001,,2026-07-29T11:45:45+00:00,2026-07-29T11:45:50+00:00,134.5,130.456,125.44,3141.6,139.99,120.96,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:45:50+00:00,2026-07-29T11:45:55+00:00,131.68,125.576,133.42,1807.2,130.46,160.42,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:45:55+00:00,2026-07-29T11:46:00+00:00,134.33,132.327,121.04,2990.4,125.58,92.28,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:00+00:00,2026-07-29T11:46:05+00:00,133.97,130.055,123.71,2748.0,132.33,152.7,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:05+00:00,2026-07-29T11:46:10+00:00,131.87,139.524,136.91,3621.6,130.06,140.32,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:10+00:00,2026-07-29T11:46:15+00:00,134.65,129.27,122.1,3084.0,139.52,184.93,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:15+00:00,2026-07-29T11:46:20+00:00,133.89,130.172,132.43,3532.8,129.27,157.48,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:20+00:00,2026-07-29T11:46:25+00:00,131.81,128.677,148.36,3710.4,130.17,180.39,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:25+00:00,2026-07-29T11:46:30+00:00,134.77,133.286,168.79,2196.0,128.68,189.46,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:30+00:00,2026-07-29T11:46:35+00:00,134.28,126.155,131.61,2872.8,133.29,112.13,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:35+00:00,2026-07-29T11:46:40+00:00,133.07,135.418,148.1,3211.2,126.16,146.69,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:40+00:00,2026-07-29T11:46:45+00:00,133.12,130.924,138.46,3758.4,135.42,163.97,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:45+00:00,2026-07-29T11:46:50+00:00,134.74,127.697,122.49,2246.4,130.92,191.91,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:50+00:00,2026-07-29T11:46:55+00:00,136.73,134.581,133.71,3324.0,127.7,114.71,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:46:55+00:00,2026-07-29T11:47:00+00:00,131.34,141.3,148.35,2414.4,134.58,169.73,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:00+00:00,2026-07-29T11:47:05+00:00,133.02,141.74,145.64,3501.6,141.3,123.28,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:05+00:00,2026-07-29T11:47:10+00:00,136.4,140.087,157.89,2457.6,141.74,178.8,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:10+00:00,2026-07-29T11:47:15+00:00,134.89,127.204,156.79,2868.0,140.09,125.49,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:15+00:00,2026-07-29T11:47:20+00:00,134.08,130.177,142.78,2251.2,127.2,146.45,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:20+00:00,2026-07-29T11:47:25+00:00,131.97,131.507,154.17,3816.0,130.18,114.95,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:25+00:00,2026-07-29T11:47:30+00:00,134.89,134.495,148.19,3859.2,131.51,194.85,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:30+00:00,2026-07-29T11:47:35+00:00,135.44,137.048,133.7,3405.6,134.5,197.06,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:35+00:00,2026-07-29T11:47:40+00:00,131.75,131.862,145.15,2296.8,137.05,173.9,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:40+00:00,2026-07-29T11:47:45+00:00,133.95,135.254,165.59,3880.8,131.86,117.28,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:45+00:00,2026-07-29T11:47:50+00:00,134.31,142.272,154.82,2373.6,135.25,198.16,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:50+00:00,2026-07-29T11:47:55+00:00,136.58,137.454,147.21,2848.8,142.27,121.2,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:47:55+00:00,2026-07-29T11:48:00+00:00,133.74,138.607,139.27,2340.0,137.45,145.47,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:00+00:00,2026-07-29T11:48:05+00:00,132.9,135.716,142.55,3981.6,138.61,119.49,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:05+00:00,2026-07-29T11:48:10+00:00,136.37,131.648,130.74,3079.2,135.72,203.31,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:10+00:00,2026-07-29T11:48:15+00:00,131.49,129.29,144.65,3475.2,131.65,157.23,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:15+00:00,2026-07-29T11:48:20+00:00,129.55,128.945,145.58,2407.2,129.29,177.45,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:20+00:00,2026-07-29T11:48:25+00:00,132.78,128.685,166.48,2412.0,128.94,122.92,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:25+00:00,2026-07-29T11:48:30+00:00,131.92,127.596,148.18,2916.0,128.69,123.16,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:30+00:00,2026-07-29T11:48:35+00:00,131.9,127.721,130.8,3984.0,127.6,148.9,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:35+00:00,2026-07-29T11:48:40+00:00,133.92,129.247,155.95,1908.0,127.72,203.43,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:40+00:00,2026-07-29T11:48:45+00:00,132.81,134.909,134.47,1960.8,129.25,97.42,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:45+00:00,2026-07-29T11:48:50+00:00,132.51,126.443,162.39,2623.2,134.91,100.11,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:50+00:00,2026-07-29T11:48:55+00:00,132.98,136.602,140.5,2690.4,126.44,133.94,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:48:55+00:00,2026-07-29T11:49:00+00:00,132.91,133.714,133.94,2004.0,136.6,137.37,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:00+00:00,2026-07-29T11:49:05+00:00,131.6,127.512,143.5,3508.8,133.71,102.32,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:05+00:00,2026-07-29T11:49:10+00:00,131.51,129.591,128.96,3172.8,127.51,179.17,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:10+00:00,2026-07-29T11:49:15+00:00,130.98,137.117,117.53,3398.4,129.59,162.0,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:15+00:00,2026-07-29T11:49:20+00:00,132.68,137.418,133.14,3199.2,137.12,173.52,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:20+00:00,2026-07-29T11:49:25+00:00,134.45,137.64,142.07,2359.2,137.42,163.35,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:25+00:00,2026-07-29T11:49:30+00:00,130.89,138.831,143.18,1965.6,137.64,120.46,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:30+00:00,2026-07-29T11:49:35+00:00,134.59,132.92,137.87,2568.0,138.83,100.36,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:35+00:00,2026-07-29T11:49:40+00:00,133.54,136.591,158.17,2304.0,132.92,131.12,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:40+00:00,2026-07-29T11:49:45+00:00,133.49,129.127,134.55,2383.2,136.59,117.64,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:45+00:00,2026-07-29T11:49:50+00:00,133.11,139.093,136.48,2784.0,129.13,121.68,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:50+00:00,2026-07-29T11:49:55+00:00,135.88,139.96,142.21,2114.4,139.09,142.15,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:49:55+00:00,2026-07-29T11:50:00+00:00,134.67,130.778,147.84,3715.2,139.96,107.96,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:00+00:00,2026-07-29T11:50:05+00:00,131.26,129.605,145.38,2282.4,130.78,189.69,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:05+00:00,2026-07-29T11:50:10+00:00,133.63,135.381,144.28,2635.2,129.6,116.54,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:10+00:00,2026-07-29T11:50:15+00:00,131.6,127.342,129.44,3024.0,135.38,134.55,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:15+00:00,2026-07-29T11:50:20+00:00,130.69,138.714,117.23,3372.0,127.34,154.4,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:20+00:00,2026-07-29T11:50:25+00:00,134.75,139.884,139.22,2061.6,138.71,172.17,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:25+00:00,2026-07-29T11:50:30+00:00,132.31,132.725,154.43,1718.4,139.88,105.26,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:30+00:00,2026-07-29T11:50:35+00:00,132.73,138.124,143.37,2020.8,132.72,87.74,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:35+00:00,2026-07-29T11:50:40+00:00,132.62,138.458,130.85,3780.0,138.12,103.18,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:40+00:00,2026-07-29T11:50:45+00:00,132.88,126.615,147.17,1699.2,138.46,193.0,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:45+00:00,2026-07-29T11:50:50+00:00,132.55,125.904,147.78,1984.8,126.61,86.76,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:50+00:00,2026-07-29T11:50:55+00:00,126.38,128.8,139.62,2712.0,125.9,101.34,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:50:55+00:00,2026-07-29T11:51:00+00:00,134.66,133.491,148.73,3408.0,128.8,138.48,68.3,64.6,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:00+00:00,2026-07-29T11:51:05+00:00,133.07,131.134,135.32,2517.6,133.49,174.01,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:05+00:00,2026-07-29T11:51:10+00:00,133.88,132.776,153.24,3504.0,131.13,128.54,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:10+00:00,2026-07-29T11:51:15+00:00,132.3,141.14,139.51,3890.4,132.78,178.91,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:15+00:00,2026-07-29T11:51:20+00:00,136.83,126.863,146.61,3921.6,141.14,198.64,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:20+00:00,2026-07-29T11:51:25+00:00,133.33,135.854,137.57,2618.4,126.86,200.23,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:25+00:00,2026-07-29T11:51:30+00:00,131.01,135.643,141.35,2539.2,135.85,133.69,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:30+00:00,2026-07-29T11:51:35+00:00,133.86,127.603,146.38,3928.8,135.64,129.65,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:35+00:00,2026-07-29T11:51:40+00:00,134.29,130.794,157.04,3556.8,127.6,200.6,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:40+00:00,2026-07-29T11:51:45+00:00,133.89,130.456,165.43,3187.2,130.79,181.6,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:45+00:00,2026-07-29T11:51:50+00:00,133.73,130.895,145.81,1687.2,130.46,162.73,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:50+00:00,2026-07-29T11:51:55+00:00,134.18,133.004,131.2,2822.4,130.9,86.15,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:51:55+00:00,2026-07-29T11:52:00+00:00,133.61,137.676,139.38,2229.6,133.0,144.11,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:00+00:00,2026-07-29T11:52:05+00:00,133.39,138.865,139.85,1960.8,137.68,113.84,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:05+00:00,2026-07-29T11:52:10+00:00,134.22,136.478,139.53,2539.2,138.87,100.11,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:10+00:00,2026-07-29T11:52:15+00:00,132.5,138.64,143.27,3667.2,136.48,129.65,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:15+00:00,2026-07-29T11:52:20+00:00,133.82,124.989,130.72,3045.6,138.64,187.24,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:20+00:00,2026-07-29T11:52:25+00:00,132.67,132.744,150.05,2851.2,124.99,155.5,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:25+00:00,2026-07-29T11:52:31+00:00,131.91,131.051,148.68,2846.4,132.74,145.58,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:31+00:00,2026-07-29T11:52:36+00:00,132.38,136.456,134.56,3938.4,131.05,145.33,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:36+00:00,2026-07-29T11:52:41+00:00,131.08,136.343,134.18,1924.8,136.46,201.09,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:41+00:00,2026-07-29T11:52:46+00:00,130.78,140.662,145.78,2280.0,136.34,98.28,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:46+00:00,2026-07-29T11:52:51+00:00,135.55,127.87,152.15,3400.8,140.66,116.41,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:51+00:00,2026-07-29T11:52:56+00:00,130.96,141.132,127.22,3628.8,127.87,173.64,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:52:56+00:00,2026-07-29T11:53:01+00:00,134.53,128.111,167.65,1893.6,141.13,185.28,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:01+00:00,2026-07-29T11:53:06+00:00,131.01,134.165,142.2,2532.0,128.11,96.68,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:06+00:00,2026-07-29T11:53:11+00:00,132.98,140.546,134.35,3324.0,134.16,129.28,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:11+00:00,2026-07-29T11:53:16+00:00,136.63,139.688,130.23,3520.8,140.55,169.72,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:16+00:00,2026-07-29T11:53:21+00:00,135.33,131.25,146.58,3393.6,139.69,179.77,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:21+00:00,2026-07-29T11:53:26+00:00,133.89,130.573,142.73,3772.8,131.25,173.27,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:26+00:00,2026-07-29T11:53:31+00:00,132.14,127.851,147.22,3333.6,130.57,192.63,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:31+00:00,2026-07-29T11:53:36+00:00,133.74,132.376,155.48,2760.0,127.85,170.21,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:36+00:00,2026-07-29T11:53:41+00:00,133.68,131.25,150.29,3108.0,132.38,140.92,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:41+00:00,2026-07-29T11:53:46+00:00,132.93,139.757,138.38,1941.6,131.25,158.69,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:46+00:00,2026-07-29T11:53:51+00:00,133.0,139.761,163.66,3432.0,139.76,99.14,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:51+00:00,2026-07-29T11:53:56+00:00,134.3,140.133,154.73,1855.2,139.76,175.23,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:53:56+00:00,2026-07-29T11:54:01+00:00,133.06,134.247,133.06,2097.6,140.13,94.72,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:01+00:00,2026-07-29T11:54:06+00:00,132.0,126.498,149.97,2728.8,134.25,107.1,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:06+00:00,2026-07-29T11:54:11+00:00,134.16,140.811,141.85,3648.0,126.5,139.33,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:11+00:00,2026-07-29T11:54:16+00:00,132.18,138.086,135.01,1946.4,140.81,186.26,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:16+00:00,2026-07-29T11:54:21+00:00,133.64,128.251,138.47,3520.8,138.09,99.38,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:21+00:00,2026-07-29T11:54:26+00:00,134.58,130.082,140.31,2138.4,128.25,179.77,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:26+00:00,2026-07-29T11:54:31+00:00,133.44,136.744,140.44,3220.8,130.08,109.18,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:31+00:00,2026-07-29T11:54:36+00:00,133.87,132.327,133.01,3180.0,136.74,164.45,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:36+00:00,2026-07-29T11:54:41+00:00,133.4,131.341,131.21,2448.0,132.33,162.37,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:41+00:00,2026-07-29T11:54:46+00:00,133.59,136.477,152.67,2863.2,131.34,124.99,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:46+00:00,2026-07-29T11:54:51+00:00,133.81,129.943,140.79,1956.0,136.48,146.19,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:51+00:00,2026-07-29T11:54:56+00:00,132.72,140.685,135.73,2704.8,129.94,99.87,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:54:56+00:00,2026-07-29T11:55:01+00:00,137.58,135.05,135.69,2781.6,140.69,138.1,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:01+00:00,2026-07-29T11:55:06+00:00,135.07,127.292,133.32,1725.6,135.05,142.02,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:06+00:00,2026-07-29T11:55:11+00:00,135.09,133.627,138.97,3127.2,127.29,88.11,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:11+00:00,2026-07-29T11:55:16+00:00,131.86,139.428,130.93,3799.2,133.63,159.67,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:16+00:00,2026-07-29T11:55:21+00:00,136.12,136.118,142.4,1819.2,139.43,193.98,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:21+00:00,2026-07-29T11:55:26+00:00,131.62,141.291,142.67,2292.0,136.12,92.89,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:26+00:00,2026-07-29T11:55:31+00:00,134.31,134.23,144.04,1694.4,141.29,117.03,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:31+00:00,2026-07-29T11:55:36+00:00,133.6,135.601,156.55,1934.4,134.23,86.51,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:36+00:00,2026-07-29T11:55:41+00:00,132.86,126.042,131.93,1879.2,135.6,98.77,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:41+00:00,2026-07-29T11:55:46+00:00,131.63,134.688,121.21,2793.6,126.04,95.95,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:46+00:00,2026-07-29T11:55:51+00:00,133.06,128.488,126.28,3688.8,134.69,142.64,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:51+00:00,2026-07-29T11:55:56+00:00,133.47,137.85,129.43,2702.4,128.49,188.34,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:55:56+00:00,2026-07-29T11:56:01+00:00,136.66,134.881,132.38,2299.2,137.85,137.98,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:01+00:00,2026-07-29T11:56:06+00:00,133.15,132.552,132.74,2344.8,134.88,117.39,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:06+00:00,2026-07-29T11:56:11+00:00,133.8,129.292,136.05,2683.2,132.55,119.72,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:11+00:00,2026-07-29T11:56:16+00:00,133.56,128.089,151.79,1900.8,129.29,137.0,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:16+00:00,2026-07-29T11:56:21+00:00,135.36,132.832,136.96,1701.6,128.09,97.05,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:21+00:00,2026-07-29T11:56:26+00:00,132.83,137.9,127.67,2781.6,132.83,86.88,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:26+00:00,2026-07-29T11:56:31+00:00,134.82,137.085,126.73,1718.4,137.9,142.02,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:31+00:00,2026-07-29T11:56:36+00:00,134.86,137.566,124.89,1754.4,137.09,87.74,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:36+00:00,2026-07-29T11:56:41+00:00,133.31,135.932,128.9,1699.2,137.57,89.58,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:41+00:00,2026-07-29T11:56:46+00:00,132.72,137.637,116.99,2052.0,135.93,86.76,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:46+00:00,2026-07-29T11:56:51+00:00,134.85,128.876,137.64,3093.6,137.64,104.77,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:51+00:00,2026-07-29T11:56:56+00:00,133.56,129.665,141.01,3578.4,128.88,157.95,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:56:56+00:00,2026-07-29T11:57:01+00:00,133.79,135.939,147.25,3278.4,129.66,182.71,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:01+00:00,2026-07-29T11:57:06+00:00,134.3,131.289,163.09,2301.6,135.94,167.39,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:06+00:00,2026-07-29T11:57:11+00:00,132.97,129.43,138.1,2536.8,131.29,117.52,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:11+00:00,2026-07-29T11:57:16+00:00,134.03,133.705,145.87,3986.4,129.43,129.53,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:16+00:00,2026-07-29T11:57:21+00:00,132.46,138.935,146.87,2236.8,133.71,203.54,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:21+00:00,2026-07-29T11:57:27+00:00,133.88,130.803,117.73,3372.0,138.94,114.21,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:27+00:00,2026-07-29T11:57:31+00:00,134.16,127.557,150.6,3364.8,130.8,172.17,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:31+00:00,2026-07-29T11:57:36+00:00,132.6,130.314,153.25,2980.8,127.56,171.8,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:36+00:00,2026-07-29T11:57:41+00:00,134.63,137.082,138.86,2066.4,130.31,152.19,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:41+00:00,2026-07-29T11:57:46+00:00,133.4,126.95,137.57,3976.8,137.08,105.51,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:46+00:00,2026-07-29T11:57:51+00:00,133.47,140.22,153.35,3559.2,126.95,203.05,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:51+00:00,2026-07-29T11:57:56+00:00,136.65,136.157,160.27,3993.6,140.22,181.73,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:57:56+00:00,2026-07-29T11:58:01+00:00,131.87,128.94,144.64,3688.8,136.16,203.91,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:01+00:00,2026-07-29T11:58:06+00:00,133.94,132.37,139.0,3124.8,128.94,188.34,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:06+00:00,2026-07-29T11:58:11+00:00,130.76,139.838,148.7,1821.6,132.37,159.53,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:11+00:00,2026-07-29T11:58:16+00:00,134.95,140.175,145.25,3571.2,139.84,93.0,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:16+00:00,2026-07-29T11:58:21+00:00,134.8,133.472,139.73,3496.8,140.18,182.34,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:21+00:00,2026-07-29T11:58:26+00:00,132.81,131.13,138.68,2424.0,133.47,178.53,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:26+00:00,2026-07-29T11:58:31+00:00,133.0,133.9,145.17,2532.0,131.13,123.75,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:31+00:00,2026-07-29T11:58:36+00:00,134.08,136.266,136.9,2112.0,133.9,129.27,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:36+00:00,2026-07-29T11:58:41+00:00,131.26,132.943,163.62,2584.8,136.27,107.83,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:41+00:00,2026-07-29T11:58:46+00:00,132.94,126.977,143.54,2191.2,132.94,131.97,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:46+00:00,2026-07-29T11:58:51+00:00,133.76,140.847,143.01,1648.8,126.98,111.87,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:51+00:00,2026-07-29T11:58:56+00:00,137.04,141.519,167.09,1819.2,140.85,84.18,68.3,64.4,68.3,100.0,,Clouds
home_001,,2026-07-29T11:58:56+00:00,2026-07-29T11:59:01+00:00,136.2,131.502,147.79,3904.8,141.52,92.89,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:59:01+00:00,2026-07-29T11:59:06+00:00,133.26,139.028,154.1,3650.4,131.5,199.37,68.3,64.5,68.3,100.0,,Clouds
home_001,,2026-07-29T11:59:06+00:00,2026-07-29T11:59:11+00:00,135.03,127.052,148.03,3940.8,139.03,186.38,68.3,64.5,68.3,100.0,,Clouds
